Acls|v3	1
Attachments|v2	1
Attachments|v3	2
Auditlogs|v3	1
Authorization|v2	2
Chat|v3	19
Comments|v2	8
Comments|v3	1
Custom Fields|v2	6
Custom Task Types|v2	1
Docs|v3	8
Folders|v2	5
Goals|v2	8
Guests|v2	10
Lists|v2	9
Members|v2	2
Roles|v2	1
Shared Hierarchy|v2	1
Spaces|v2	4
Tags|v2	6
Task Checklists|v2	6
Task Relationships|v2	4
Tasks|v2	5
Tasks|v3	1
Templates|v2	1
Time Tracking (Legacy)|v2	4
Time Tracking|v2	11
User Groups|v2	4
Users|v2	4
Views|v2	12
Webhooks|v2	4
Workspaces|v2	3
